Filename,Model1 Prediction,Model1 Confidence,Model2 Prediction,Model2 Confidence,Final Prediction,Final Confidence,Is Disease,Risk Tier
22a786ccebfc4ab99aa501967296ed61_Mixed_Data_1075.jpg,Normal,1.0000,Normal,0.9898,Normal,1.0000,False,Normal
499b318210b547efadfd14162534a706_Mixed_Data_1077.jpg,Normal,0.9093,Lung Opacity,0.9584,Lung Opacity,0.9584,True,High
87384bc87f4e4d70ac08e05a31a28748_Mixed_Data_1078.jpg,Normal,0.8634,Lung Opacity,0.9950,Lung Opacity,0.9950,True,High
83b0a7cf279d488fb6b2ca5cb4cd8123_Mixed_Data_1079.jpg,Normal,0.7808,Lung Opacity,0.9980,Lung Opacity,0.9980,True,High
3d798d8b43184547a9aca605e9ad6d64_Mixed_Data_1082.jpg,Normal,0.9997,Normal,0.8650,Normal,0.9997,False,Normal
c3737e41ac544404a29f37223e39a27d_Mixed_Data_1083.jpg,Pneumonia,0.9926,Lung Opacity,0.9360,Pneumonia,0.9926,True,High
a27301b432dc4c1fa315689645b54b77_Mixed_Data_1090.jpg,Pneumonia,0.5708,Normal,0.7365,Normal,0.7365,False,Normal
4f6b647cb22d4c3ea56d0212e0717999_Mixed_Data_1091.jpg,Normal,1.0000,Normal,0.8991,Normal,1.0000,False,Normal
8235a3d82b0c408e9af3ea9b1e01ffed_Mixed_Data_1094.jpg,Normal,0.6483,Normal,0.8469,Normal,0.8469,False,Normal
3a9c3ccc3bb44c86a3b49607100b5aa8_Mixed_Data_1102.jpg,Normal,1.0000,Normal,0.8530,Normal,1.0000,False,Normal
74841575c72242d4bd73bf523662b3c2_Mixed_Data_1120.jpg,Normal,1.0000,Normal,0.9395,Normal,1.0000,False,Normal
189de38d59674c978be9c11d346ade79_Mixed_Data_1121.jpg,Normal,0.8218,Lung Opacity,0.8594,Lung Opacity,0.8594,True,Medium
33fa1613533d407b8cbadceff314a116_Mixed_Data_1123.jpg,Normal,0.9981,Lung Opacity,0.7732,Normal,0.9981,False,Normal
635dc698d95949f7840cde22fd1ec7a9_Mixed_Data_1125.jpg,Normal,0.9930,Lung Opacity,0.9854,Normal,0.9930,False,Normal
c65be9b4476a48eab11bd21a08da9d26_Mixed_Data_113.jpg,Normal,1.0000,Lung Opacity,0.7179,Normal,1.0000,False,Normal
1addbb8ecf80466abaec454650abd9f3_Mixed_Data_1130.jpg,Normal,0.9998,Normal,0.8001,Normal,0.9998,False,Normal
8624056308074c0dbf4cafa45e9045df_Mixed_Data_1138.jpg,Normal,0.9999,Lung Opacity,0.5708,Normal,0.9999,False,Normal
b55718b5ff704198bf853197ae559166_Mixed_Data_1140.jpg,Normal,1.0000,Normal,0.9718,Normal,1.0000,False,Normal
2362d2c9d34242f2b2ccd14cc773eb86_Mixed_Data_1143.jpg,Normal,1.0000,Normal,0.9514,Normal,1.0000,False,Normal
76427072c76b4690ac1edd0aabd9d094_Mixed_Data_1146.jpg,Normal,1.0000,Normal,0.9298,Normal,1.0000,False,Normal
5aa95f97d27349e29ca72527384e60ee_Mixed_Data_1162.jpg,Normal,0.8117,Lung Opacity,0.9237,Lung Opacity,0.9237,True,High
a76a14e8ab2d4cdbbd6f29022b61cf69_Mixed_Data_1167.jpg,Normal,0.9999,Normal,0.7089,Normal,0.9999,False,Normal
5ce2d17cab6c4e8fb2e2e8b69966871a_Mixed_Data_1180.jpg,Normal,0.9998,Normal,0.9715,Normal,0.9998,False,Normal
81d593f60a4a488da83a35e42dabf841_Mixed_Data_1183.jpg,Normal,1.0000,Normal,0.9891,Normal,1.0000,False,Normal
d95c824b5f6c4d94a18134e6f05da577_Mixed_Data_1184.jpg,Normal,0.8903,Lung Opacity,0.8734,Normal,0.8903,False,Normal
5c8d4278dbe040a9bb01a98af3381a04_Mixed_Data_1185.jpg,Normal,0.9999,Normal,0.9123,Normal,0.9999,False,Normal
f1dbeb99ca594f44b26b3c2c2778556c_Mixed_Data_1218.jpg,Pneumonia,0.9065,Lung Opacity,0.8836,Pneumonia,0.9065,True,High
9c5e7496e5c144a290ba3ee3db8f1742_Mixed_Data_1230.jpg,Normal,0.9267,Lung Opacity,0.5070,Normal,0.9267,False,Normal
f80b7e2d231b4c219fd901c4e7b2263b_Mixed_Data_1236.jpg,Normal,1.0000,Normal,0.9296,Normal,1.0000,False,Normal
f510523cdf29447d8fe642141292794c_Mixed_Data_1242.jpg,Normal,0.9967,Lung Opacity,0.6467,Normal,0.9967,False,Normal
92217b342a82429c93335ea6cc00cfd8_Mixed_Data_1244.jpg,Normal,0.9997,Normal,0.6878,Normal,0.9997,False,Normal
77f867d3ff8842a2b9b125aff643b16d_Mixed_Data_13.jpg,Pneumonia,0.9724,Lung Opacity,0.9790,Lung Opacity,0.9790,True,High
a92ac05f4298495abfa5c0f1f6fabfc1_Mixed_Data_130.jpg,Normal,0.5753,Lung Opacity,0.8536,Lung Opacity,0.8536,True,Medium
f0185b7fd9834512ab27808f189857f9_Mixed_Data_133.jpg,Pneumonia,0.9550,Lung Opacity,0.9874,Lung Opacity,0.9874,True,High
f3a408a95c1d48828c2e63652916d3fc_Mixed_Data_134.jpg,Pneumonia,0.9981,Lung Opacity,0.9345,Pneumonia,0.9981,True,High
0b2e8bc35cc04518bd54e0f342e41948_Mixed_Data_138.jpg,Normal,0.5527,Lung Opacity,0.5731,Lung Opacity,0.5731,True,Low
02887af946ee4cdaa6e7c556e5d1711f_Mixed_Data_143.jpg,Normal,0.8818,Lung Opacity,0.9935,Lung Opacity,0.9935,True,High
4521193f4d6246e5a8ab51a4d28c3786_Mixed_Data_157.jpg,Pneumonia,0.9281,Lung Opacity,0.6835,Pneumonia,0.9281,True,High
6dbc655b9eaf4caf8e066d40ee4c22f9_Mixed_Data_16.jpg,Pneumonia,0.9512,Lung Opacity,0.9947,Lung Opacity,0.9947,True,High
911ad845a2e646e8a7414b5506620d56_Mixed_Data_169.jpg,Pneumonia,0.8894,Lung Opacity,0.8716,Pneumonia,0.8894,True,Medium
c1a98ca1caaf448cb07a1bd02a2bd75d_Mixed_Data_170.jpg,Pneumonia,0.8817,Lung Opacity,0.8938,Lung Opacity,0.8938,True,Medium
3e3e4252f8c94db3be4354a549943a49_Mixed_Data_174.jpg,Normal,0.9900,Lung Opacity,0.8637,Normal,0.9900,False,Normal
83eeca1b7ae14f539c541fc8cbd038de_Mixed_Data_175.jpg,Pneumonia,0.8928,Lung Opacity,0.9907,Lung Opacity,0.9907,True,High
8ad84df4574d43feab165a6985a4c468_Mixed_Data_177.jpg,Normal,0.9999,Lung Opacity,0.9508,Normal,0.9999,False,Normal
35c428da9b0e440eb0fdbdbc6b7b7890_Mixed_Data_184.jpg,Pneumonia,0.9843,Normal,0.5783,Pneumonia,0.9843,True,High
5c7eea4c41cb46999df4a829cfc70bb2_Mixed_Data_187.jpg,Pneumonia,0.9135,Lung Opacity,0.9626,Lung Opacity,0.9626,True,High
d750956de9314c48ba63b687f6be18bd_Mixed_Data_19.jpg,Normal,0.9998,Normal,0.8509,Normal,0.9998,False,Normal
94bc35641c9747daaa8f3ba46755a5f9_Mixed_Data_190.jpg,Normal,0.9999,Lung Opacity,0.8892,Normal,0.9999,False,Normal
6e894628a3704b8886ab16a2d069d0f2_Mixed_Data_194.jpg,Normal,0.9987,Lung Opacity,0.6936,Normal,0.9987,False,Normal
4935da366f1d444f9591fe43e7fa2e23_Mixed_Data_199.jpg,Pneumonia,0.9550,Lung Opacity,0.9935,Lung Opacity,0.9935,True,High
1135027313be4f2c93674c99e3424cee_Mixed_Data_21.jpg,Pneumonia,0.8863,Lung Opacity,0.6294,Pneumonia,0.8863,True,Medium
89ee2b31d5d543efac01fc8d39837103_Mixed_Data_222.jpg,Pneumonia,0.9799,Lung Opacity,0.9963,Lung Opacity,0.9963,True,High
8f5d05c6584d4403b9bc4fac79e2353d_Mixed_Data_228.jpg,Pneumonia,0.9809,Normal,0.9157,Pneumonia,0.9809,True,High
021945ad81714348bc8bea7bd25e685d_Mixed_Data_239.jpg,Normal,0.9593,Normal,0.6124,Normal,0.9593,False,Normal
401ccebaacd14cd497f262ef89cf8929_Mixed_Data_240.jpg,Normal,0.8993,Lung Opacity,0.6659,Normal,0.8993,False,Normal
a791fb278d5f4beda5691859f6f0e97d_Mixed_Data_241.jpg,Pneumonia,0.9877,Lung Opacity,0.9911,Lung Opacity,0.9911,True,High
cb0193b20c5547c7bb96cc060a4529a3_Mixed_Data_246.jpg,Pneumonia,0.9875,Lung Opacity,0.9978,Lung Opacity,0.9978,True,High
eefe9ff7c6a749939be15fd1e2bc1133_Mixed_Data_247.jpg,Normal,0.6270,Lung Opacity,0.9537,Lung Opacity,0.9537,True,High
72dd50b30400412eb7adc521a0a2a2ef_Mixed_Data_251.jpg,Pneumonia,0.9730,Lung Opacity,0.9157,Pneumonia,0.9730,True,High
948de4fc66f64ea49ce381888f8d8126_Mixed_Data_256.jpg,Normal,0.9997,Normal,0.8423,Normal,0.9997,False,Normal
6d54b9219d3e4573a1c5086dbbb7c5ed_Mixed_Data_263.jpg,Normal,0.9980,Lung Opacity,0.9305,Normal,0.9980,False,Normal
83986a4b2a86487e881bc1a1eca842c3_Mixed_Data_271.jpg,Normal,0.9998,Lung Opacity,0.8562,Normal,0.9998,False,Normal
41fbc7f2f47d4b409fa918821328a8b9_Mixed_Data_272.jpg,Pneumonia,0.9015,Lung Opacity,0.9708,Lung Opacity,0.9708,True,High
4d8117854e084b22a4ea9ae1e6710a38_Mixed_Data_273.jpg,Pneumonia,0.6173,Lung Opacity,0.9983,Lung Opacity,0.9983,True,High
e56b479f902e4c70ad2f0792535ac231_Mixed_Data_28.jpg,Normal,0.9500,Lung Opacity,0.7137,Normal,0.9500,False,Normal
ce6e43e0d0e84a23a9912f9e84a96647_Mixed_Data_280.jpg,Normal,0.9897,Lung Opacity,0.9560,Normal,0.9897,False,Normal
dc6441280883487d92c30bb6f9d0e496_Mixed_Data_285.jpg,Pneumonia,0.9823,Lung Opacity,0.9856,Lung Opacity,0.9856,True,High
8d4247083deb451990a52dca39c96ac1_Mixed_Data_286.jpg,Normal,0.5643,Lung Opacity,0.9789,Lung Opacity,0.9789,True,High
23126fb02b9b4763965818f5662a2808_Mixed_Data_287.jpg,Normal,1.0000,Lung Opacity,0.5814,Normal,1.0000,False,Normal
193708358b21416694cb6f4a57c73f22_Mixed_Data_295.jpg,Pneumonia,0.9887,Lung Opacity,0.7138,Pneumonia,0.9887,True,High
8f6160433dbe44e09fae88235e484194_Mixed_Data_306.jpg,Normal,1.0000,Lung Opacity,0.5383,Normal,1.0000,False,Normal
3341ba3a526d40e9803b4bf3391b549b_Mixed_Data_316.jpg,Pneumonia,0.8761,Lung Opacity,0.9965,Lung Opacity,0.9965,True,High
b40b266eb2544d3b832756aeb2c2b56e_Mixed_Data_317.jpg,Normal,0.9587,Lung Opacity,0.9796,Lung Opacity,0.9796,True,High
46956ca0eded4841a8031a18db178609_Mixed_Data_323.jpg,Normal,0.9965,Lung Opacity,0.8469,Normal,0.9965,False,Normal
46b182eed11646b1a852ee0b9ebb9e7f_Mixed_Data_330.jpg,Normal,0.9878,Lung Opacity,0.8319,Normal,0.9878,False,Normal
fd2a46c55aa242fda3a5c1036f809b51_Mixed_Data_333.jpg,Pneumonia,0.9799,Lung Opacity,0.9955,Lung Opacity,0.9955,True,High
6b7e8d5c2547417e8ffa9d35f1e357f8_Mixed_Data_341.jpg,Pneumonia,0.9925,Lung Opacity,0.8698,Pneumonia,0.9925,True,High
687e65606090434998ea4cde4c53c396_Mixed_Data_347.jpg,Normal,0.9858,Lung Opacity,0.9403,Normal,0.9858,False,Normal
4d853f465233447280e4bf26c6a5624a_Mixed_Data_35.jpg,Normal,0.9389,Lung Opacity,0.9400,Lung Opacity,0.9400,True,High
8e7d7b882afd498286858ea8aab97f7f_Mixed_Data_351.jpg,Normal,0.9657,Lung Opacity,0.7311,Normal,0.9657,False,Normal
41522e6851db45e18bf2a315c62c6507_Mixed_Data_359.jpg,Pneumonia,0.9887,Normal,0.8869,Pneumonia,0.9887,True,High
9c873607c99a46e29a2b51b47ab461f9_Mixed_Data_367.jpg,Normal,0.6689,Lung Opacity,0.6377,Normal,0.6689,False,Normal
07e596259e22446d8dc0f08860d6ab11_Mixed_Data_37.jpg,Normal,0.9975,Lung Opacity,0.9637,Normal,0.9975,False,Normal
0a95ec4623c64d45aeb30f859d1f1d3f_Mixed_Data_371.jpg,Pneumonia,0.9978,Lung Opacity,0.8853,Pneumonia,0.9978,True,High
0a657335ba2545e1ba2cd89ced91879b_Mixed_Data_381.jpg,Pneumonia,0.9550,Lung Opacity,0.9656,Lung Opacity,0.9656,True,High
eb1bca74df5a4182b47e718ed55d0680_Mixed_Data_39.jpg,Pneumonia,0.7782,Lung Opacity,0.9832,Lung Opacity,0.9832,True,High
8695fbd75e7e496a92b92ed5c7221803_Mixed_Data_390.jpg,Pneumonia,0.9976,Lung Opacity,0.9246,Pneumonia,0.9976,True,High
d3da1c6530db4e2186a18e3eb684966d_Mixed_Data_396.jpg,Normal,0.8124,Lung Opacity,0.9850,Lung Opacity,0.9850,True,High
76817c7c19dc46be9d3257f50ac4ed98_Mixed_Data_398.jpg,Pneumonia,0.9912,Lung Opacity,0.9942,Lung Opacity,0.9942,True,High
9170a936ae594fb48dd9817c249a1e43_Mixed_Data_4.jpg,Normal,0.8457,Lung Opacity,0.9713,Lung Opacity,0.9713,True,High
3ff348f4a3694e4cb927f737b3bbe45a_Mixed_Data_404.jpg,Normal,0.9988,Lung Opacity,0.9799,Normal,0.9988,False,Normal
74019e98524f43a2b7b86b926d0cfaf2_Mixed_Data_405.jpg,Pneumonia,0.9040,Lung Opacity,0.9597,Lung Opacity,0.9597,True,High
357b2c63d3404657815610d10a50b49f_Mixed_Data_408.jpg,Pneumonia,0.9550,Lung Opacity,0.9451,Pneumonia,0.9550,True,High
5ae07c6a83ca449fa6de0e737bb56950_Mixed_Data_416.jpg,Pneumonia,0.9512,Lung Opacity,0.9903,Lung Opacity,0.9903,True,High
935cd6fb69744a2c9b26ae6ae8ed136a_Mixed_Data_418.jpg,Pneumonia,0.9932,Lung Opacity,0.7084,Pneumonia,0.9932,True,High
f5cd6c5f6ec347a9a8ab1943a775ccdf_Mixed_Data_42.jpg,Pneumonia,0.9128,Lung Opacity,0.9960,Lung Opacity,0.9960,True,High
3ac6f3dfed17431fb226cb503785eaad_Mixed_Data_421.jpg,Normal,0.5643,Lung Opacity,0.9878,Lung Opacity,0.9878,True,High
f6ed45b81aaf4a3c86e6e593fc8b9e15_Mixed_Data_431.jpg,Normal,0.9995,Lung Opacity,0.6259,Normal,0.9995,False,Normal
4fd04ae68b4c4cd19c4bf464ce478617_Mixed_Data_433.jpg,Pneumonia,0.7918,Lung Opacity,0.9909,Lung Opacity,0.9909,True,High
6ecd67a1e57142898cf97b78003745f5_Mixed_Data_44.jpg,Normal,0.9999,Normal,0.6820,Normal,0.9999,False,Normal
76c3e19e45544c71a62b4fc09c2cd178_Mixed_Data_441.jpg,Normal,0.9811,Lung Opacity,0.7395,Normal,0.9811,False,Normal
5f192f15d13f4b608d594a83d645e7e8_Mixed_Data_452.jpg,Pneumonia,0.9866,Lung Opacity,0.9842,Pneumonia,0.9866,True,High
d1d70b539d8a4c6a8f9d57d2b8def268_Mixed_Data_454.jpg,Normal,0.9865,Lung Opacity,0.9709,Normal,0.9865,False,Normal
19bae2d38a8e445aa5083a173cee374e_Mixed_Data_458.jpg,Normal,0.8700,Lung Opacity,0.9902,Lung Opacity,0.9902,True,High
28716bfab4ec47cba66198e41b180936_Mixed_Data_465.jpg,Pneumonia,0.9846,Lung Opacity,0.9676,Pneumonia,0.9846,True,High
e67059df1ac245d3b8a193aa48c1a481_Mixed_Data_469.jpg,Normal,0.5643,Lung Opacity,0.9884,Lung Opacity,0.9884,True,High
3e956edbc66742a7a63ac4d3449bf272_Mixed_Data_477.jpg,Normal,0.9771,Lung Opacity,0.9911,Lung Opacity,0.9911,True,High
1687a22fcef4456985d8712da39a5be0_Mixed_Data_48.jpg,Normal,1.0000,Normal,0.9076,Normal,1.0000,False,Normal
46badca0cb7b4f9a922a08af250ce29c_Mixed_Data_492.jpg,Normal,0.9988,Lung Opacity,0.5187,Normal,0.9988,False,Normal
e1e8210ddd4149488ba9108b208470e6_Mixed_Data_495.jpg,Pneumonia,0.9918,Normal,0.6004,Pneumonia,0.9918,True,High
71a5f6ae46ad46d38552c5709625d15c_Mixed_Data_506.jpg,Normal,0.8510,Lung Opacity,0.9943,Lung Opacity,0.9943,True,High
a41a21c135b8494980817dc1fe7fd051_Mixed_Data_509.jpg,Normal,0.8887,Lung Opacity,0.9901,Lung Opacity,0.9901,True,High
e687568bb20942b7a7d68bbb06dc4e36_Mixed_Data_51.jpg,Pneumonia,0.5006,Lung Opacity,0.9265,Lung Opacity,0.9265,True,High
0bb775f888bd402897db3c66cec52293_Mixed_Data_519.jpg,Pneumonia,0.5817,Lung Opacity,0.6348,Lung Opacity,0.6348,True,Low
08b76a77a14d4e9e860f6412b323916b_Mixed_Data_525.jpg,Pneumonia,0.9938,Lung Opacity,0.8687,Pneumonia,0.9938,True,High
bcc78951fc894220b7f89b3c4b6a83ac_Mixed_Data_526.jpg,Normal,0.9998,Lung Opacity,0.6180,Normal,0.9998,False,Normal
3703776bb15d44518ac6af824dc5d7d9_Mixed_Data_536.jpg,Normal,0.6690,Lung Opacity,0.5313,Normal,0.6690,False,Normal
291743c43ceb4f8eb8e8091f9e885ece_Mixed_Data_537.jpg,Normal,0.9994,Normal,0.6169,Normal,0.9994,False,Normal
ddf98ebc06014a2597ac2e7f8d85bda6_Mixed_Data_539.jpg,Pneumonia,0.9743,Lung Opacity,0.8282,Pneumonia,0.9743,True,High
afea23827b4342f6acbde0f3e47f457a_Mixed_Data_542.jpg,Pneumonia,0.9251,Lung Opacity,0.9930,Lung Opacity,0.9930,True,High
1e07c34ffc2b4792ac3571f302cf65fa_Mixed_Data_547.jpg,Normal,0.9879,Lung Opacity,0.9917,Lung Opacity,0.9917,True,High
f852dcaad75944aaa1ed14290901bcd9_Mixed_Data_55.jpg,Pneumonia,0.9550,Lung Opacity,0.9939,Lung Opacity,0.9939,True,High
dae11ba5b90f4ddcb45c16b011baa479_Mixed_Data_558.jpg,Pneumonia,0.8465,Lung Opacity,0.9740,Lung Opacity,0.9740,True,High
b6f55cbccd404c4ca4909830f8c0c238_Mixed_Data_563.jpg,Pneumonia,0.9686,Lung Opacity,0.9782,Lung Opacity,0.9782,True,High
cc85a73088264d0b9bc3d2b4f1fb9ec7_Mixed_Data_568.jpg,Pneumonia,0.9724,Lung Opacity,0.9621,Pneumonia,0.9724,True,High
12340b3879ef484cb32ab86114546ac7_Mixed_Data_570.jpg,Normal,0.6234,Lung Opacity,0.7585,Lung Opacity,0.7585,True,Medium
76b0923342764758b47e0a2ef97f6649_Mixed_Data_572.jpg,Normal,0.9999,Normal,0.7224,Normal,0.9999,False,Normal
9d380f3656a947879ce27defa4639b55_Mixed_Data_574.jpg,Normal,0.9950,Normal,0.9895,Normal,0.9950,False,Normal
3ce1830d880749edbb937af3a42a1017_Mixed_Data_577.jpg,Normal,0.9837,Lung Opacity,0.7006,Normal,0.9837,False,Normal
0d4ba76077f1409992f086025348e1fc_Mixed_Data_578.jpg,Pneumonia,0.7918,Lung Opacity,0.9867,Lung Opacity,0.9867,True,High
facb0843545b4e01845b2891343b49aa_Mixed_Data_580.jpg,Normal,0.5965,Lung Opacity,0.9936,Lung Opacity,0.9936,True,High
415eb21252644d22ae8b54204feb4456_Mixed_Data_587.jpg,Normal,0.9800,Lung Opacity,0.9578,Normal,0.9800,False,Normal
53d75762c43d49e980e5c6d72a1caf96_Mixed_Data_59.jpg,Normal,0.9880,Lung Opacity,0.5206,Normal,0.9880,False,Normal
b6b3d395042f493e95c8ff487e5554da_Mixed_Data_590.jpg,Normal,0.9974,Lung Opacity,0.8794,Normal,0.9974,False,Normal
1ae6a514418d445c953a58af609ec8f4_Mixed_Data_600.jpg,Normal,0.9986,Lung Opacity,0.9115,Normal,0.9986,False,Normal
ec572fe326c74eb2b8ea065adb938ff1_Mixed_Data_610.jpg,Normal,0.9864,Lung Opacity,0.9646,Normal,0.9864,False,Normal
36d643d9d21a4a5d811e8bec45fc8661_Mixed_Data_612.jpg,Normal,0.9156,Lung Opacity,0.9918,Lung Opacity,0.9918,True,High
6284b9c03cce4105932fb5da80a9efe2_Mixed_Data_615.jpg,Normal,0.5408,Normal,0.9769,Normal,0.9769,False,Normal
e9e7b940896f42b98f4683d922a4a325_Mixed_Data_62.jpg,Normal,1.0000,Normal,0.9685,Normal,1.0000,False,Normal
960fff84dc644523ac0a72801e60d905_Mixed_Data_620.jpg,Normal,0.9170,Lung Opacity,0.7592,Normal,0.9170,False,Normal
68593f452ebf47c4be734a9b4b97ee10_Mixed_Data_622.jpg,Normal,0.9921,Lung Opacity,0.9034,Normal,0.9921,False,Normal
a4fad30149a74758b96eb700d170b17f_Mixed_Data_624.jpg,Pneumonia,0.9550,Lung Opacity,0.9913,Lung Opacity,0.9913,True,High
04a289eab17949518720412ee73b5b3d_Mixed_Data_63.jpg,Normal,0.9998,Normal,0.7039,Normal,0.9998,False,Normal
f3492a79e60a4c24aeeb26e24bb6a925_Mixed_Data_637.jpg,Pneumonia,0.9550,Lung Opacity,0.9983,Lung Opacity,0.9983,True,High
4113ef711783493a95697716b1792d0e_Mixed_Data_64.jpg,Pneumonia,0.9726,Lung Opacity,0.8857,Pneumonia,0.9726,True,High
7353e80d28224664bf7261320ebba2e3_Mixed_Data_641.jpg,Pneumonia,0.9839,Lung Opacity,0.9258,Pneumonia,0.9839,True,High
539f3bb0667c41eeafbf0f343b84f332_Mixed_Data_644.jpg,Pneumonia,0.7178,Lung Opacity,0.9978,Lung Opacity,0.9978,True,High
572ab3d7437146c48518c34f35a50140_Mixed_Data_645.jpg,Pneumonia,0.9754,Lung Opacity,0.9966,Lung Opacity,0.9966,True,High
cd9e73d11c57446695cb6bf872ae537d_Mixed_Data_647.jpg,Pneumonia,0.7427,Lung Opacity,0.8963,Lung Opacity,0.8963,True,Medium
94c33d76f42a411188dee6a1f150cfbf_Mixed_Data_65.jpg,Pneumonia,0.9823,Lung Opacity,0.9975,Lung Opacity,0.9975,True,High
61aba5bfb1c641a8b197209e4f1a9512_Mixed_Data_659.jpg,Normal,0.9405,Lung Opacity,0.9951,Lung Opacity,0.9951,True,High
5a860d98aa4842d2a70626b78420971c_Mixed_Data_660.jpg,Pneumonia,0.9339,Lung Opacity,0.6895,Pneumonia,0.9339,True,High
8cee6b8145844ddc9d19ed1beb99c51d_Mixed_Data_662.jpg,Pneumonia,0.9803,Normal,0.9147,Pneumonia,0.9803,True,High
9cc1c9709652416189c85166beb74871_Mixed_Data_667.jpg,Pneumonia,0.6981,Lung Opacity,0.9898,Lung Opacity,0.9898,True,High
a40f2bca787a4ce1a06c352aba5a6905_Mixed_Data_67.jpg,Normal,0.9653,Lung Opacity,0.9607,Normal,0.9653,False,Normal
5920c2a6144f45049b721589813ba6b7_Mixed_Data_671.jpg,Normal,0.6016,Normal,0.8213,Normal,0.8213,False,Normal
cc3f793fba19428b9bc6f555cfced585_Mixed_Data_675.jpg,Normal,0.9924,Lung Opacity,0.9334,Normal,0.9924,False,Normal
587a9f7ed63344b099b193fe57b443a8_Mixed_Data_684.jpg,Normal,0.6186,Lung Opacity,0.9329,Lung Opacity,0.9329,True,High
b8ba60ba693b4149bd22eddc43684ab0_Mixed_Data_685.jpg,Pneumonia,0.9601,Lung Opacity,0.9916,Lung Opacity,0.9916,True,High
0d92e699d17c4cb6acde63ccf7848f0f_Mixed_Data_686.jpg,Normal,0.9276,Normal,0.7478,Normal,0.9276,False,Normal
723b917ecaff430687ae6f63815ab20f_Mixed_Data_69.jpg,Pneumonia,0.9334,Lung Opacity,0.8952,Pneumonia,0.9334,True,High
d9a49da20be043ada1b93ac1d5d7d889_Mixed_Data_695.jpg,Pneumonia,0.8715,Lung Opacity,0.9933,Lung Opacity,0.9933,True,High
3e439b205a4c4362837e1bd6e2fbf8cf_Mixed_Data_7.jpg,Normal,0.9998,Lung Opacity,0.6061,Normal,0.9998,False,Normal
acc76e81cc19497aad635b1425a87ccc_Mixed_Data_713.jpg,Normal,0.9841,Lung Opacity,0.9563,Normal,0.9841,False,Normal
940d6641fc7944a980a8bba731cb3375_Mixed_Data_716.jpg,Pneumonia,0.8032,Normal,0.8493,Normal,0.8493,False,Normal
